#This is a comment
#Particle charge px[MeV] py[MeV] pz[Mev]
muon 1 -86.5108 -55.2401 -167
electron 1 -188.13 -38.3386 14.5566
pion 1 163.228 197.927 -11.2273
muon 1 -22.586 -15.7976 -95.8863
pion -1 89.268 56.7206 146.923
pion 1 -145.06 232.084 -29.8944
electron 1 -186.176 52.4026 1.1948
pion -1 145.013 -70.4223 222.294
pion 1 158.455 8.1953 -121.306
pion 1 -20.3903 249.329 -7.59608
muon 1 100.617 134.3 -213.447
muon -1 -129.997 65.6867 -36.498
pion 1 -169.693 119.426 -117.816
pion 1 217.16 -67.7823 213.478
electron 1 -189.279 5.24627 -88.0019
muon -1 110.291 -14.3092 8.18612
muon 1 94.8037 12.2078 -56.3908
muon 1 123.733 -72.712 -83.7469
electron 1 -205.62 -121.817 -23.1883
muon 1 -16.0247 63.0291 -81.1831
pion 1 -20.6906 36.1088 242.197
muon 1 69.4379 176.749 -0.109265
pion -1 -119.051 172.706 60.991
pion 1 -151.917 198.803 12.6854
electron 1 68.8036 -67.841 -111.316
pion -1 37.3003 -214.622 -17.123
muon -1 -30.39 -235.657 -133.612
muon -1 217.94 192.578 28.711
electron 1 239.955 113.636 143.379
electron -1 168.192 53.4014 14.3935
muon -1 -200.007 150.497 -228.506
muon -1 -240.176 -117.273 -175.722
pion -1 -140.66 -114.556 -6.31395
pion -1 195.52 54.9156 -120.893
pion -1 -84.7474 -35.337 111.086
muon -1 -69.2355 91.9751 240.35
muon 1 150.05 -173.93 113.092
electron -1 57.7371 4.45212 -2.65395
pion 1 63.6781 -191.79 -54.2613
pion -1 214.793 -248.915 55.0245
electron -1 85.5274 -231.187 -113.932
pion 1 -145.147 214.388 -231.535
pion -1 -237.21 212.809 149.624
electron 1 143.695 242.277 58.595
muon -1 -224.579 243.064 41.6303
muon -1 2.59432 -157.71 -5.84729
pion 1 205.009 23.9189 -226.76
muon 1 -62.3457 -86.1159 86.9184
muon -1 197.096 -171.767 103.365
electron 1 221.004 19.4611 225.678
pion -1 -19.168 -125.397 -113.645
pion 1 -113.126 178.017 -143.997
muon -1 -208.845 -214.292 -13.8861
pion -1 127.814 166.138 -144.899
pion 1 77.1061 40.8711 116.758
pion -1 -76.2248 243.867 -232.753
electron 1 -181.753 -160.149 183.001
pion -1 -161.11 -89.5158 162.964
pion -1 -28.6256 65.4841 -134.311
muon -1 -126.229 76.1315 -72.6446
pion 1 49.2454 -218.613 134.158
pion 1 -19.3435 -214.992 -207.219
electron 1 -44.0037 -49.0228 140.798
pion -1 -163.608 111.428 20.6736
pion 1 -200.984 186.103 -162.138
muon -1 80.3137 137.271 -138.582
electron -1 -240.63 -34.7995 -173.811
muon -1 -31.7737 236.238 128.021
pion -1 -165.017 40.9556 91.6349
electron -1 233.169 -60.4252 -118.635
electron 1 6.20529 -243.75 -40.4133
pion -1 -62.1204 -14.0756 240.832
pion 1 -71.2048 -201.241 0.372052
pion 1 -31.6038 -165.32 95.493
muon -1 202.243 196.477 -172.6
pion -1 -116.163 -187.624 54.7727
muon 1 42.2268 -47.2069 -59.3873
muon -1 102.225 -36.9401 206.912
muon 1 26.7897 87.0687 31.6399
electron 1 19.8508 -23.0126 -64.4965
muon -1 -108.142 95.9391 126.633
electron -1 -76.0229 17.2999 -134.618
electron 1 -144.725 -119.68 -24.7259
muon 1 -5.78461 213.515 -16.9474
pion 1 197.696 136.017 198.902
electron -1 -242.666 -122.367 117.778
pion -1 -196.641 -179.11 166.975
electron -1 34.8082 -93.0877 -141.379
muon 1 -182.41 6.81178 -59.3758
muon -1 -153.578 56.6244 85.2718
electron -1 158.581 155.506 52.8672
muon -1 -161.328 246.908 203.413
muon 1 -249.45 202.618 75.7246
muon -1 119.561 227.305 -100.253
muon 1 -72.2457 -112.504 -107.476
pion -1 -135.06 -180.762 -190.856
electron -1 -51.828 42.7568 118.831
muon 1 32.5939 69.4283 -192.715
pion -1 213.578 25.392 47.9686
pion 1 -15.7624 -188.007 -128.502
muon -1 -171.398 165.295 -115.289
pion -1 -238.079 95.2024 -35.4955
muon 1 -46.2143 -21.2019 -191.203
electron -1 -68.9466 17.5366 -243.346
electron -1 -119.31 -158.946 -98.6815
muon -1 100.641 129.362 182.793
muon 1 42.3161 57.3858 125.439
pion -1 -160.524 203.825 201.145
muon -1 73.2825 133.738 -114.645
electron 1 33.8647 140.471 198.207
muon -1 91.3129 88.9152 -16.7202
muon 1 -106.271 7.6489 -175.64
muon -1 210.484 -53.2901 -224.186
electron 1 92.6452 -139.828 -175.18
muon 1 -224.192 145.947 188.849
muon -1 -218.241 -149.789 -8.30975
pion 1 240.158 -70.9648 3.24131
muon -1 3.379 157.13 -39.8515
electron -1 -249.62 207.679 -205.373
pion 1 -87.4112 -61.916 24.4358
muon 1 154.43 236.861 -190.156
muon -1 109.934 173.164 -133.424
pion 1 -161.226 -145.119 114.643
muon 1 114.034 -0.423986 -132.378
electron 1 -182.004 126.863 40.496
pion 1 -232.005 209.901 -118.259
muon -1 10.7776 140.813 18.9048
pion 1 -209.381 -142.27 124.362
pion 1 100.269 15.5292 -75.4065
muon 1 31.0523 159.073 54.6591
muon 1 24.7625 -229.074 -132.728
pion 1 72.4522 2.73143 -104.448
muon 1 23.2146 195.161 164.302
electron 1 -162.389 103.936 122.044
muon -1 -25.539 -137.667 235.386
muon -1 -77.2014 -63.898 -103.896
pion -1 -46.2575 190.133 -128.042
pion 1 100.264 -120.284 146.02
muon -1 55.0523 226.378 -42.4225
electron -1 187.963 -52.5754 152.172
pion -1 233.244 -39.0281 92.9545
muon 1 86.5888 -74.3056 -88.8464
muon -1 -234.334 -92.4238 -148.208
pion -1 -123.99 -61.4339 172.303
muon 1 14.5188 -107.923 185.541
electron 1 -137.255 -109.853 27.7803
pion 1 -243.684 -165.654 27.5026
muon -1 -123.267 78.4026 -232.565
muon 1 183.685 -77.2928 141.512
muon 1 198.212 167.141 239.147
pion 1 130.729 5.15421 -163.064
pion 1 113.396 176.287 -228.674
muon -1 248.621 75.7924 157.868
muon 1 41.4818 -196.46 192.922
muon 1 -238.892 118.554 90.0644
electron 1 147.648 179.031 50.9331
pion 1 -130.274 34.8534 -52.9195
pion -1 -54.625 -30.3632 160.696
muon 1 -58.1778 111.152 129.904
muon 1 -5.88825 -113.145 157.002
pion 1 237.133 -24.1971 147.351
pion -1 -3.61894 47.0893 55.2377
pion -1 -67.8526 58.0523 -79.8742
muon -1 -186.615 244.492 92.373
electron 1 -34.007 -197.539 1.68624
pion 1 -156.812 168.152 84.1199
electron 1 203.845 35.4284 -169.243
pion 1 -132.635 189.958 14.5996
muon -1 9.30183 -81.8602 200.46
muon 1 -86.511 57.878 -78.5638
pion -1 149.84 246.962 -1.39591
muon 1 -16.2626 -157.047 226.273
pion -1 -212.597 -173.559 -104.079
electron -1 -120.751 -174.472 -131.567
muon 1 -132.805 19.6083 57.0148
pion 1 -173.995 240.932 -156.955
muon -1 49.9476 -207.023 134.328
muon -1 -28.8016 -181.963 47.7777
muon -1 69.5217 -242.556 -46.1768
pion -1 206.285 -173.498 -148.445
pion 1 227.371 103.951 -38.9438
pion 1 121.889 -87.4681 -155.207
muon -1 146.316 13.9053 76.5291
muon -1 113.681 -11.1845 -14.0779
pion -1 222.293 43.9284 -189.946
electron 1 7.3409 -146.342 118.283
muon 1 -67.4403 -77.3506 236.775
pion -1 69.364 237.457 -186.059
electron -1 -14.1025 -142.745 -201.953
muon -1 60.8491 -49.5186 166.917
electron 1 39.5059 239.58 210.467
muon -1 -172.864 43.7742 -113.238
electron 1 -237.587 -53.5754 148.49
electron -1 21.4344 93.5059 -193.769
pion -1 6.58686 120.949 33.2944
pion -1 -194.776 -31.2255 -62.2205
muon -1 -190.015 139.521 -221.053
pion 1 66.5636 -243.85 24.9481
muon -1 85.0023 96.4523 -176.079
electron -1 -32.7072 137.041 -108.95
pion 1 56.4125 78.3783 59.2354
pion -1 27.0567 -235.769 202.838
muon -1 54.7051 72.4536 -240.832
electron 1 -29.1988 7.18316 158.735
pion 1 185.527 118.778 192.342
muon 1 -145.903 -135.256 152.992
pion -1 -170.688 -245.715 -136.679
muon -1 -166.291 -19.2326 -117.953
pion 1 69.5735 -228.883 169.462
muon -1 35.6791 -69.1698 145.459
electron 1 -242.585 -126.111 -248.162
muon 1 -177.532 103.363 202.715
pion 1 -155.441 -79.4329 211.416
electron 1 -100.36 135.94 56.4655
pion 1 -243.463 224.031 -15.5093
electron 1 45.5329 -134.876 104.092
muon 1 -225.689 219.554 -89.3417
pion 1 101.331 96.0287 199.12
muon 1 -27.7223 76.7032 -12.2902
muon -1 -117.29 -186.088 -103.998
electron 1 226.028 -149.722 -86.9188
electron -1 223.614 -214.664 -153.84
pion 1 34.0395 108.84 70.3985
electron -1 10.501 -236.117 -189.516
electron -1 240.284 138.911 -103.643
electron -1 36.6243 42.402 -212.249
muon -1 -77.6534 -126.373 219.384
muon -1 -66.3531 -243.364 -97.8851
electron 1 146.921 -37.3683 242.132
electron 1 141.897 51.8085 -170.578
muon 1 -74.7869 80.8205 -197.192
electron -1 -55.0256 -29.9158 80.4761
pion -1 14.3203 209.608 -59.165
electron 1 -103.239 -248.135 -194.369
muon -1 21.0481 -7.26794 -157.922
muon -1 236.733 189.639 -19.8208
pion -1 -109.306 -74.9186 74.8756
muon -1 102.304 -195.025 61.0035
muon -1 151.075 10.4189 40.7401
pion -1 209.407 -99.6253 -72.5405
muon -1 -177 213.239 -172.368
muon -1 123.863 -132.372 -90.7499
muon 1 -142.331 -227.85 -118.828
electron 1 -95.4575 -197.741 35.107
electron 1 -225.272 113.068 108.592
electron 1 187.683 -79.3467 134.838
pion -1 179.726 184.032 -108.617
electron -1 229.946 -180.334 -217.63
muon -1 -80.9018 176.805 36.0236
muon -1 200.976 -143.406 -179.377
pion 1 162.94 -132.951 83.7476
electron -1 95.4332 -9.26036 25.9682
pion 1 -147.464 -176.297 -182.947
pion 1 95.1134 -204.398 -61.7198
muon 1 145.379 -209.563 231.386
muon -1 -143.784 33.4107 72.0476
muon -1 133.675 80.6841 -17.7435
muon -1 -176.822 57.8922 55.1246
pion 1 -220.935 243.694 -61.7683
muon 1 58.6485 -5.86251 -129.809
electron -1 -174.517 58.7291 -4.06144
muon -1 -214.392 -120.48 164.818
electron 1 166.816 219.673 -219.407
muon -1 222.491 133.494 -180.002
muon -1 -177.259 -118.916 159.587
pion -1 30.7141 -201.429 187.697
electron -1 104.385 -4.34428 78.5636
pion -1 83.6969 -185.6 5.44201
muon 1 125.23 -57.57 86.3335
muon -1 -191.343 -168.469 -170.046
pion 1 -233.663 227.192 93.9384
electron -1 -192.951 -201.278 34.4975
pion -1 -204.609 -38.9356 199.426
pion 1 96.6485 131.408 -79.4313
pion -1 3.15062 -113.425 87.9321
pion -1 125.538 105.774 -234.652
muon -1 -167.018 144.792 -201.031
pion 1 -49.7671 -18.2663 -206.183
electron 1 37.9433 -194.363 -104.855
muon -1 205.503 -110.385 221.318
muon -1 249.395 232.537 71.9857
muon -1 21.6895 -243.478 13.0416
muon 1 -139.646 185.028 -215.465
muon -1 -127.023 132.438 14.3733
electron 1 -229.696 174.538 49.4304
pion -1 7.64187 -20.5641 -211.009
muon -1 -31.311 1.62133 77.4124
pion -1 -59.1443 41.5167 -180.424
muon 1 -94.1804 -192.576 -234.766
pion 1 93.0422 -124.564 68.1418
pion 1 186.942 -195.597 75.6967
pion -1 121.031 95.3993 218.008
electron 1 24.2435 -200.547 108.525
muon -1 10.556 -40.2905 -77.3015
pion 1 -232.744 -57.6492 38.2241
electron -1 183.44 157.194 -164.412
pion 1 -116.245 -183.267 -203.313
electron 1 -62.563 33.5851 -235.676
muon -1 183.72 123.058 -30.8547
pion -1 -130.11 26.3129 -31.5222
electron -1 -54.2511 163.993 158.538
muon -1 -140.104 -45.4822 -92.1476
electron -1 -139.944 -211.773 97.4763
muon -1 -93.6531 116.891 -173.812
electron 1 182.616 -32.5826 -103.789
electron -1 67.1259 126.859 -190.093
pion -1 21.3514 -80.8088 80.5943
muon -1 27.382 132.202 130.659
pion -1 -186.696 -30.2932 -119.036
muon 1 114.96 -214.134 -233.832
pion 1 54.2955 14.1154 -171.931
electron 1 -113.035 -172.419 -15.4099
electron -1 193.689 172.391 -243.074
electron -1 47.5366 -80.6432 -243.449
pion 1 -0.918308 17.2201 195.19
muon 1 -3.87444 176.898 -7.01907
electron 1 -211.769 -138.663 -4.20741
muon -1 -166.906 61.8338 -115.107
electron 1 74.3041 86.9302 227.506
electron 1 75.8683 44.819 -210.708
pion -1 -89.2207 206.65 169.076
pion 1 -167.825 123.717 -53.1978
muon 1 120.459 245.794 181.792
electron 1 -130.129 64.859 -132.404
muon 1 -210.493 -170.625 -79.6014
electron 1 36.9728 147.899 -186.866
electron 1 -151.81 128.149 -158.237
pion -1 -172.244 -5.92988 -35.3599
electron -1 -50.2751 -108.037 -51.3013
muon 1 -36.9487 73.2987 43.011
muon 1 -6.03225 20.7909 -132.948
electron 1 -238.286 143.866 103.388
electron 1 235.269 46.0133 169.771
pion 1 221.998 -176.897 -115.133
pion 1 -0.833066 139.753 -120.174
muon 1 154.569 138.039 -143.852
electron 1 121.896 210.529 -116.382
pion -1 150.21 22.2837 -180.205
pion -1 -178.944 -193.734 -247.729
pion -1 186.069 71.8356 -111.004
muon 1 32.6369 89.5895 -171.739
muon 1 21.6102 167.762 -120.242
pion -1 -141.916 -163.786 -218.045
electron -1 -13.3543 154.033 -99.4
muon -1 -14.6204 -225.855 -84.8937
electron 1 -42.254 183.94 -103.885
pion 1 83.025 -132.937 104.073
muon -1 -136.163 -110.031 3.79361
pion 1 -99.591 -240.471 -157.9
pion -1 -27.4866 -86.9678 97.9941
muon -1 -113.762 64.4963 230.405
electron 1 -28.1508 -56.4487 152.509
pion 1 -130.996 144.16 105.236
muon 1 -111.068 -208.896 153.819
pion 1 120.763 -57.9642 -88.6736
muon 1 -222.548 -204.781 -113.243
muon -1 -158.421 -63.1967 -138.587
muon -1 46.4893 89.5657 -244.388
electron 1 -34.3318 -203.694 163.537
electron 1 -110.833 92.7714 169.234
muon 1 19.31 61.2274 -136.657
pion 1 -175.322 226.207 168.978
pion -1 140.488 -205.714 -3.19038
muon 1 -33.1244 -168.756 -179.06
electron -1 2.48982 12.3018 201.235
electron -1 -20.6468 -205.379 221.283
muon 1 166.555 22.3694 -22.5287
muon -1 148.606 -204.176 -242.321
muon -1 -41.6745 16.6615 90.8451
electron -1 -101.134 -114.594 220.949
electron 1 -33.3561 219.467 -236.774
pion 1 186.59 76.6089 224.156
muon -1 -128.861 -9.80679 -22.0594
electron -1 208.311 99.1355 -182.713
pion -1 212.647 215.053 -20.3909
electron 1 55.3879 -51.5136 -209.484
muon -1 -97.7947 175.908 229.664
muon 1 202.933 134.341 161.062
pion 1 226.765 116.357 -209.187
muon -1 162.049 -216.601 -225.543
pion 1 -6.8916 -89.2509 -37.0989
muon -1 -191.203 -68.3588 -148.107
pion -1 93.003 -142.561 196.377
muon 1 -227.135 -211.471 -123.589
muon -1 52.4389 208.162 163.355
muon -1 185.826 -38.4854 -137.921
muon -1 65.5475 -16.0452 170.899
muon -1 127.362 -0.923268 -132.616
muon -1 148.567 -189.899 43.4261
muon -1 180.524 -192.815 -142.149
pion -1 186.366 10.3152 102.615
electron 1 -130.353 -39.2688 159.433
pion 1 -212.352 51.2601 -92.3583
electron -1 19.4743 -162.806 -91.8815
electron -1 57.5229 -45.9412 95.3409
muon 1 143.737 -240.73 -207.928
electron 1 68.601 146.173 25.021
pion -1 -100.266 102.156 150.012
muon 1 -83.6747 92.6828 238.67
pion 1 32.8683 136.4 -241.35
pion 1 182.788 -195.062 113.379
pion 1 -183.789 55.7437 243.916
pion -1 142.652 150.67 -33.1957
pion -1 -209.406 146.089 74.9546
electron 1 -211.643 -167.33 17.2491
pion 1 163.73 137.315 -65.1125
pion -1 -210.787 -229.406 -92.7394
pion -1 -210.959 -42.7793 -186.489
pion 1 29.7606 -155.881 -220.491
pion -1 -201.025 -218.324 83.4342
pion -1 -122.14 -213.157 -206.708
pion 1 160.531 42.0404 153.01
pion 1 -119.034 -1.00002 -211.418
pion -1 -45.7953 242.864 -0.106013
electron 1 -33.294 175.475 94.7691
muon 1 -114.25 -1.45519 -160.659
electron 1 -149.937 210.694 -28.9201
electron 1 -4.29624 -144.625 -148.731
muon 1 29.182 104.564 -239.325
muon -1 -32.1201 161.491 44.3964
pion 1 -39.9258 211.114 -112.851
muon -1 -168.384 178.393 28.3309
muon -1 -104.264 -83.0244 -4.12224
electron -1 106.9 37.7074 65.7354
electron -1 58.5779 -218.998 -189.579
pion -1 212.209 -38.6675 -81.3379
pion 1 224.808 149.923 223.304
muon 1 133.49 -200.512 -127.279
pion -1 196.975 149.003 181.082
muon -1 13.4012 -30.2086 144.713
muon -1 -195.48 -102.103 -239.164
electron -1 37.4272 -121.177 -228.495
pion 1 -248.886 232.965 103.474
electron -1 -64.5935 -49.8266 6.60255
muon -1 -120.461 154.054 -242.703
muon -1 163.033 -15.9158 -77.6634
electron -1 20.5758 -7.22456 20.0757
muon -1 -54.9024 46.1828 -21.8336
pion -1 237.976 108.919 247.708
electron 1 217.099 -249.232 191.373
electron -1 -219.923 140.405 -119.921
pion 1 69.2168 71.7828 -148.619
pion 1 -12.5806 6.22762 -52.6834
muon -1 182.16 132.454 -46.176
muon 1 162.322 -232.992 104.084
muon -1 216.555 -200.751 23.9156
muon -1 -229.608 -216.254 56.1985
pion -1 -119.037 107.583 -26.6102
pion -1 95.6588 198.403 -161.464
pion 1 -115.466 125.274 44.3993
electron 1 -46.8436 184.344 -99.9659
electron 1 132.582 -33.9654 -185.815
electron 1 126.513 220.558 -184.448
electron -1 9.76759 -201.834 42.4287
muon -1 -35.7235 179.546 208.866
electron 1 -5.5354 95.0574 -9.12359
pion -1 -229.921 28.4587 -94.3775
muon -1 111.624 180.008 -210.798
muon -1 241.921 -71.9496 34.4486
pion 1 164.252 -161.953 58.0352
pion 1 -84.2057 -96.7596 101.8
pion -1 46.9269 126.992 232.487
pion -1 169.562 -129.387 133.874
muon 1 -233.644 65.0014 127.807
electron 1 109.317 -117.557 19.6634
electron -1 -239.957 233.281 -74.6993
electron 1 -227.132 105.643 230.955
pion 1 -231.432 -41.9764 -210.387
muon -1 169.89 180.585 -227.947
muon -1 137.859 -153.055 224.782
muon -1 -67.4331 -235.437 -35.29
electron -1 -105.781 124.706 172.104
muon -1 -99.5518 -239.365 -3.91149
electron -1 -168.317 206.256 194.316
muon -1 -88.1147 64.737 -159.035
electron 1 98.8627 -81.8274 -38.0067
muon -1 -235.19 87.0956 -249.087
pion 1 86.3768 202.872 -56.1627
muon -1 243.413 -99.3427 189.862
muon 1 241.04 -247.446 -127.057
electron 1 -244.973 -35.3631 -167.152
pion 1 -145.43 78.113 -131.286
muon 1 218.946 60.0779 112.145
pion -1 156.706 188.269 154.224
muon -1 187.247 -214.898 168.889
pion -1 197.618 -94.978 188.258
muon 1 -33.6029 -240.417 -144.073
muon -1 -81.5107 -146.138 76.8297
muon -1 -12.847 -149.968 -42.4143
pion -1 -72.2225 -169.766 -214.285
pion 1 93.422 -92.7131 215.613
muon 1 -113.042 -189.926 176.402
electron 1 -95.2284 71.6241 102.125
electron 1 113.435 135.307 -200.264
muon 1 -236.652 140.429 162.221
pion -1 -27.7223 -156.899 -204.487
electron -1 -110.421 167.218 -49.1659
muon 1 -100.829 -108.852 19.5828
pion 1 -87.5526 98.2657 4.46145
pion 1 58.2443 -140.334 89.3106
muon 1 78.6361 -98.173 -224.525
electron 1 -49.5608 -117.349 245.737
muon 1 -237.243 144.499 -214.035
pion -1 29.2423 114.348 -7.77409
muon -1 -25.2651 8.09214 -132.071
pion -1 -156.339 -204.41 -154.975
electron 1 -192.13 -174.045 112.216
electron 1 -47.3987 -124.186 219.699
muon -1 -55.5027 -177.159 160.218
pion -1 110.061 -9.72248 142.523
muon -1 115.966 233.024 -34.62
muon 1 71.5016 95.0899 119.212
electron 1 -116.671 151.404 174.262
electron 1 231.464 60.4092 195.625
pion -1 184.657 -232.342 -202.143
muon 1 -156.299 -134.7 -178.401
electron 1 235.093 149.776 116.972
pion -1 -243.579 -222.96 -83.4577
pion -1 160.554 64.6386 -134.065
pion -1 28.3858 106.171 -53.6462
muon -1 -52.9421 193.778 44.6813
electron -1 -44.4658 148.788 -10.7352
pion -1 -220.559 -17.2108 114.392
muon -1 -214.857 169.781 15.1748
muon 1 -46.6681 219.63 -80.3375
pion -1 -167.862 -17.3653 57.2033
pion 1 15.6523 -168.815 81.1538
muon 1 141.796 -22.1462 141.571
pion 1 -46.7459 -2.66662 236.468
muon 1 -52.4425 -160.889 15.2781
muon -1 6.0077 157.58 -216.858
pion -1 -36.8981 104.214 95.5046
muon -1 153.944 221.49 -122.411
muon -1 -167.048 -214.16 -81.9281
muon 1 49.9552 90.8483 171.607
electron 1 -18.5673 23.0799 3.11049
pion -1 128.616 109.767 -10.6157
pion 1 -15.437 11.7627 184.389
pion 1 175.019 152.255 -131.402
muon 1 166.643 -57.1689 -99.4437
electron -1 197.26 -150.889 22.3377
muon 1 153.234 -124.566 6.31805
muon -1 154.028 -182.804 248.57
muon 1 -124.226 -194.381 149.316
pion -1 145.739 19.2506 -101.631
pion -1 -123.423 103.187 -147.065
muon -1 -85.9867 187.043 -98.7057
pion 1 -24.5717 -62.5611 155.504
pion 1 -74.3364 14.6065 -103.332
muon -1 110.276 205.529 -237.859
muon 1 243.955 -238.525 -2.71274
muon 1 228.208 -74.638 -178.073
electron -1 46.1899 -224.836 -59.0225
electron 1 135.902 -125.651 106.242
muon -1 108.916 -226.874 -193.624
pion 1 -50.5566 161.563 245.097
pion -1 240.057 51.5046 179.368
electron 1 230.919 -21.5647 76.8326
pion 1 135.048 -187.81 -89.2835
electron -1 -246.391 -16.4901 3.6386
electron 1 -189.324 -44.7867 -145.693
electron 1 140.899 -47.6529 -147.398
pion 1 36.954 42.9388 -88.6149
muon 1 -215.927 235.075 -37.9057
muon 1 -63.3362 115.263 60.874
muon -1 -32.7435 151.616 148.141
muon 1 131.796 243.196 73.5706
muon -1 130.075 157.606 88.4834
electron -1 174.298 -33.3633 -153.994
muon 1 4.33148 190.754 -141.26
pion -1 214.467 -244.772 -249.488
electron 1 -23.5572 161.117 233.468
muon -1 114.633 110.849 -158.628
electron -1 11.1391 222.658 202.102
muon -1 0.535421 101.945 198.422
pion 1 -146.231 54.9551 -19.8857
muon -1 -106.65 -102.625 67.0426
muon -1 149.922 244.908 141.15
muon -1 -216.31 -129.561 -89.506
pion 1 -231.591 13.1721 -180.375
muon -1 186.484 102.926 -182.326
pion -1 -87.313 103.485 -14.0951
pion -1 -201.381 -201.665 -126.509
pion 1 -125.981 -232.22 162.405
electron -1 -235.257 34.6011 184.921
muon -1 160.374 124.949 -81.376
muon 1 -223.422 61.5819 98.7108
electron 1 144.858 -60.6346 -14.3108
muon -1 -144.125 195.112 119.106
pion 1 229.705 207.123 -196.19
pion 1 13.4331 225.534 187.488
pion -1 174.291 -203.946 62.333
muon -1 21.2733 -18.0266 208.989
electron -1 148.315 105.814 -240.379
muon 1 -195.172 -241.991 207.843
electron -1 59.7217 -116.538 -136.706
electron 1 39.3002 147.903 -87.0788
muon 1 247.691 19.2915 -174.875
muon 1 -82.596 -182.456 -128.948
muon 1 60.7342 97.3672 191.277
electron 1 168.451 131.936 54.4757
pion 1 113.936 105.374 152.219
electron 1 -22.1764 -73.3562 -108.811
electron -1 190.205 237.471 -189.268
pion 1 -172.762 -195.002 -240.173
pion -1 198.943 -226.504 -116.182
muon 1 85.819 -207.62 -77.0503
pion -1 189.446 247.886 218.625
muon 1 97.6045 21.331 109.706
pion -1 124.469 -46.1384 129.398
electron 1 -78.7845 218.454 -118.723
pion 1 -188.82 143.096 248.904
pion 1 -134.579 -187.121 32.7156
muon -1 213.744 242.296 -12.5754
pion 1 45.0521 -45.9722 -134.003
muon -1 -82.0699 -62.2556 121.214
muon 1 190.742 -95.9866 -138.237
pion -1 -144.86 149.027 -104.639
pion 1 97.1031 234.319 -50.31
muon 1 29.0494 -65.2181 62.3261
electron 1 244.417 192.248 53.3978
electron -1 227.353 -139.89 -183.85
muon -1 91.8857 -239.496 218.951
muon -1 -92.829 -192.355 -111.584
electron 1 99.3982 -191.871 -173.191
muon 1 -238.548 166.024 -171.622
pion -1 -138.851 -227.187 -76.7561
pion -1 206.507 204.525 23.3921
muon 1 157.553 -144.954 74.9658
muon -1 -205.286 131.863 -54.2328
muon -1 -199.184 177.514 -213.491
muon 1 -203.654 -226.557 214.699
electron -1 165.864 -132.084 85.337
pion 1 -207.515 -109.571 190.696
muon -1 -236.807 226.717 -167.459
electron -1 -202.047 234.803 -62.1499
electron 1 163.548 209.226 137.196
muon 1 208.112 108.049 -201.367
muon 1 -51.8707 222.082 -9.67546
muon -1 -50.6563 208.855 49.1604
electron 1 49.5031 -227.665 74.6564
electron 1 95.5684 -118.462 128.908
muon 1 -22.5511 -34.6988 56.8102
pion 1 89.5741 -59.6572 148.619
pion 1 125.913 -30.306 207.613
muon -1 -117.244 -196.378 -99.1831
electron 1 205.434 -140.925 -187.882
electron 1 207.356 43.6939 -120.982
electron -1 137.232 -59.7051 -130.898
electron 1 204.383 50.3461 185.281
muon 1 -45.0271 -66.3551 22.3121
muon -1 33.0401 -91.4246 43.8125
electron 1 -4.4209 -127.67 162.305
electron 1 -180.335 -51.8398 -95.4078
muon -1 41.7903 168.423 109.608
muon 1 34.1257 234.753 -210.564
pion -1 -232.601 122.354 61.8552
electron -1 135.554 -224.257 224.485
muon -1 -110.676 -233.166 -241.728
pion -1 -226.277 79.194 -88.3012
electron 1 -122.736 180.188 -113.929
pion -1 23.617 -139.067 201.38
muon 1 25.3552 2.95809 94.1388
pion 1 124.645 -190.654 -180.634
muon -1 60.8127 74.0076 -22.2877
pion 1 176.567 -26.201 -97.28
muon 1 10.0226 200.374 84.194
pion -1 77.6128 -117.836 175.528
pion -1 -34.2941 245.228 -127.948
electron -1 -145.826 -18.2373 -55.979
pion -1 165.054 -103.086 -30.642
muon -1 -13.4175 68.0849 73.8248
electron -1 60.5882 -128.627 16.2928
muon -1 -159.965 230.372 136.017
pion -1 -238.662 -154.43 65.1648
pion 1 -1.21306 203.032 -246.353
pion 1 -50.3034 244.33 55.1343
muon -1 180.983 157.802 -238.998
pion 1 -235.598 233.742 -220.154
electron -1 21.2604 105.361 66.3826
muon 1 106.629 -176.196 62.7521
electron 1 215.065 -160.633 192.985
pion 1 -167.695 141.039 -29.6313
pion -1 221.563 -43.2214 -134.018
muon -1 -57.8165 -119.918 -242.863
pion -1 -244.745 104.299 -48.0718
electron 1 -247.361 -229.652 86.7835
electron -1 -203.863 8.15754 -218.041
electron 1 -86.6247 -90.8764 -64.0104
pion 1 -148.765 186.308 84.5126
pion 1 -14.7643 -208.969 -14.5078
muon 1 234.9 202.109 -238.781
muon -1 -54.5336 111.759 248.932
pion 1 203.336 245.814 54.3463
pion 1 208.942 124.882 -13.7624
muon -1 -60.2001 -240.795 -135.471
muon -1 231.945 -89.4519 88.8426
electron 1 -68.8001 -199.936 -66.8807
pion -1 91.9225 -213.058 22.73
muon -1 184.423 58.2273 -185.202
muon -1 92.8165 6.81191 -7.81944
pion 1 -47.4042 -41.2848 -112.673
muon 1 -176.872 -124.801 -91.8435
muon 1 125.702 -184.065 142.672
electron 1 92.5032 103.432 -93.9822
muon 1 25.3363 122.239 80.0298
electron -1 68.9936 -148.203 246.911
pion 1 -211.205 -158.737 192.266
pion 1 199.167 -23.3951 -101.127
pion -1 -242.16 3.98612 224.987
muon 1 48.4722 -235.837 93.9408
pion -1 -33.2992 -80.1944 135.87
muon -1 -227.857 165.565 -210.277
